subjects,roi,condition,trial,TR3,TR4,TR5,TR6
jc170501,nacc,food,trial3,-0.14083,0.04403,0.55541,0.66619
jc170501,nacc,food,trial4,0.024349,-0.22489,0.16843,-0.031328
jc170501,nacc,food,trial5,-0.39957,-0.21253,-0.069165,0.02024
jc170501,nacc,food,trial6,-0.23068,-0.13587,0.16522,-0.027297
jc170501,nacc,food,trial7,0.12892,0.13607,0.28717,0.10163
jc170501,nacc,food,trial8,-0.49111,-0.45549,-0.15097,0.48
jc170501,nacc,food,trial9,-0.010309,-0.29041,-0.054867,0.37945
jc170501,nacc,neutral,trial1,-0.41089,-0.19855,-0.53437,-0.1066
jc170501,nacc,neutral,trial10,-0.2054,0.15171,0.016903,0.32093
jc170501,nacc,neutral,trial11,-0.24401,-0.70293,-0.4036,0.24219
jc170501,nacc,neutral,trial12,-0.049551,-0.32217,0.046562,0.27329
jc170501,nacc,neutral,trial13,-0.034393,-0.068713,-0.1835,0.016694
jc170501,nacc,neutral,trial14,0.14654,-0.025802,0.1547,0.11948
jc170501,nacc,neutral,trial15,0.27244,0.089445,0.13931,0.22172
jc170501,nacc,neutral,trial16,0.12561,0.30286,0.37538,0.28303
jc170501,nacc,neutral,trial17,-0.036718,-0.07462,0.16312,0.17741
jc170501,nacc,neutral,trial18,0.13892,-0.14668,-0.13657,0.16157
jc170501,nacc,neutral,trial2,0.059863,0.018782,0.088716,0.31903
jc170501,nacc,neutral,trial3,-0.43976,-0.69706,-0.304,-0.36664
jc170501,nacc,neutral,trial4,-0.12343,-0.12336,0.097674,0.23131
jc170501,nacc,neutral,trial5,-0.47597,0.083028,0.05053,0.029112
jc170501,nacc,neutral,trial6,0.27606,0.20818,-0.074639,0.065404
jc170501,nacc,neutral,trial7,-0.50241,-0.53794,-0.40001,0.13454
jc170501,nacc,neutral,trial8,0.081337,0.62816,0.28225,0.038972
jc170501,nacc,neutral,trial9,-0.15374,-0.36115,-0.59956,-0.40353
jd170330,nacc,drugs,trial1,-0.061799,-0.24339,-0.19258,0.10863
jd170330,nacc,drugs,trial10,-0.34535,-0.19831,0.12424,0.0017142
jd170330,nacc,drugs,trial11,-0.19315,0.13767,0.20007,0.21472
jd170330,nacc,drugs,trial12,-0.2458,-0.066671,-0.091138,0.43602
jd170330,nacc,drugs,trial13,-0.11794,0.25653,-0.112,0.3502
jd170330,nacc,drugs,trial14,0.12286,-0.11654,-0.49064,0.11109
jd170330,nacc,drugs,trial15,0.19066,0.21558,0.35086,0.39611
jd170330,nacc,drugs,trial16,0.042123,0.24692,0.54119,-0.013819
jd170330,nacc,drugs,trial17,-0.08636,0.57413,-0.11686,-0.07342
jd170330,nacc,drugs,trial18,-0.43613,-0.16166,-0.26537,-0.35801
jd170330,nacc,drugs,trial2,0.36061,0.067411,-0.21343,0.47626
jd170330,nacc,drugs,trial3,-0.085037,-0.38958,-0.23938,0.018455
jd170330,nacc,drugs,trial4,-0.029206,-0.46772,-0.064209,-0.067155
jd170330,nacc,drugs,trial5,-0.15611,0.099706,0.069244,0.40837
jd170330,nacc,drugs,trial6,-0.37854,-0.12073,0.032156,0.36853
jd170330,nacc,drugs,trial7,0.25116,-0.20668,0.2701,0.28615
jd170330,nacc,drugs,trial8,0.15664,-0.0032039,0.20549,0.06628
jd170330,nacc,drugs,trial9,0.010676,0.28528,-0.13451,0.20194
jd170330,nacc,food,trial1,-0.18906,-0.45911,0.21812,-0.052851
jd170330,nacc,food,trial10,-0.65422,-0.16386,0.11017,0.15235
jd170330,nacc,food,trial11,-0.29255,0.10501,-0.3779,-0.041009
jd170330,nacc,food,trial12,-0.1009,-0.068942,-0.32794,-0.11965
jd170330,nacc,food,trial13,-0.01104,-0.18222,-0.43723,-0.17251
jd170330,nacc,food,trial14,-0.23349,0.097859,0.44221,0.21883
jd170330,nacc,food,trial15,0.43469,0.04333,-0.49548,-0.28954
jd170330,nacc,food,trial16,-0.35205,-0.093878,0.18272,0.32945
jd170330,nacc,food,trial17,-0.2687,0.31123,-0.023601,0.15457
jd170330,nacc,food,trial18,0.20543,0.20253,-0.36233,0.36383
jd170330,nacc,food,trial2,-0.36914,-0.19454,0.10231,0.0047275
jd170330,nacc,food,trial3,-0.16471,0.18071,0.045788,0.10834
jd170330,nacc,food,trial4,-0.040392,0.1749,0.21177,-0.49581
jd170330,nacc,food,trial5,-0.24163,0.042108,-0.18832,-0.18987
jd170330,nacc,food,trial6,-0.49214,-0.88215,-0.23673,0.21254
jd170330,nacc,food,trial7,0.29162,0.2699,-0.58709,0.32623
jd170330,nacc,food,trial8,0.28797,-0.213,0.27418,0.10984
jd170330,nacc,food,trial9,-0.35164,-0.35311,-0.32826,-0.58785
jd170330,nacc,neutral,trial1,-0.026328,0.34978,-0.075549,0.23132
jd170330,nacc,neutral,trial10,0.068179,-0.19358,0.033802,0.52792
jd170330,nacc,neutral,trial11,0.035427,0.082113,-0.056396,0.22782
jd170330,nacc,neutral,trial12,-0.29911,-0.16427,-0.014247,-0.1343
jd170330,nacc,neutral,trial13,-0.018102,-0.43698,-0.21909,-0.014535
jd170330,nacc,neutral,trial14,-0.38542,-0.33521,-0.22498,-0.17369
jd170330,nacc,neutral,trial15,-0.091486,-0.0033296,-0.21344,0.015194
jd170330,nacc,neutral,trial16,-0.40441,-0.026609,-0.19825,-0.068011
jd170330,nacc,neutral,trial17,0.019601,-0.20787,-0.44609,-0.05514
jd170330,nacc,neutral,trial18,-0.15083,-0.70119,-0.20526,-0.32024
jd170330,nacc,neutral,trial2,-0.61286,0.083741,-0.095437,0.088371
jd170330,nacc,neutral,trial3,0.41112,-0.2164,-0.34874,0.067136
jd170330,nacc,neutral,trial4,0.0066848,-0.17366,0.20714,0.073424
jd170330,nacc,neutral,trial5,-0.48784,0.039214,-0.06443,0.26456
jd170330,nacc,neutral,trial6,0.28847,0.017236,-0.18304,0.23957
jd170330,nacc,neutral,trial7,-0.30547,-0.10141,0.024308,-0.070732
jd170330,nacc,neutral,trial8,-0.2579,-0.26355,-0.25354,0.3324
jd170330,nacc,neutral,trial9,0.45561,-0.33484,-0.072801,-0.19583
jf160703,nacc,drugs,trial1,0.20118,0.22209,-0.34864,-0.16485
jf160703,nacc,drugs,trial10,-0.085753,0.089862,-0.1241,-0.0015422
jf160703,nacc,drugs,trial11,0.060762,0.04563,-0.068036,-0.016543
jf160703,nacc,drugs,trial12,-0.21843,0.075583,0.10887,-0.037892
jf160703,nacc,drugs,trial13,-0.10144,-0.047905,-0.31773,0.12324
jf160703,nacc,drugs,trial14,-0.11288,0.071534,0.12658,0.18157
jf160703,nacc,drugs,trial15,0.10871,0.0076615,0.049544,0.18505
jf160703,nacc,drugs,trial16,0.069296,0.38551,0.095163,-0.21842
jf160703,nacc,drugs,trial17,-0.44376,-0.37718,0.2884,-0.018485
jf160703,nacc,drugs,trial18,-0.2107,0.18163,0.13253,-0.15468
jf160703,nacc,drugs,trial2,0.049347,-0.12869,-0.040926,-0.076201
jf160703,nacc,drugs,trial3,0.16328,0.20444,0.53229,0.28286
jf160703,nacc,drugs,trial4,0.055259,0.25619,-0.15055,0.049939
jf160703,nacc,drugs,trial5,-0.074058,0.024539,0.085866,-0.039572
jf160703,nacc,drugs,trial6,0.17263,0.087143,-0.036354,0.12898
jf160703,nacc,drugs,trial7,-0.006221,0.076499,0.1059,-0.059337
jf160703,nacc,drugs,trial8,-0.11205,0.11306,0.34261,0.19747
jf160703,nacc,drugs,trial9,-0.13432,-0.037893,0.15284,-0.1857
jf160703,nacc,food,trial1,0.33355,0.0079603,0.21042,0.21524
jf160703,nacc,food,trial10,-0.1377,-0.11557,0.011742,0.13602
jf160703,nacc,food,trial11,0.026961,-0.55519,0.017499,-0.0094925
jf160703,nacc,food,trial12,0.032399,-0.056608,-0.16865,-0.48589
jf160703,nacc,food,trial13,0.079621,0.02011,-0.19283,0.1417
jf160703,nacc,food,trial14,-0.21748,-0.38923,-0.087572,-0.18437
jf160703,nacc,food,trial15,-0.1381,-0.14141,-0.28154,0.1054
jf160703,nacc,food,trial16,0.082499,0.29873,-0.063406,0.13234
jf160703,nacc,food,trial17,0.46011,-0.0093042,-0.34754,-0.020962
jf160703,nacc,food,trial18,-0.26451,0.3924,0.063145,0.3535
jf160703,nacc,food,trial2,0.051738,0.28189,-0.023262,0.12453
jf160703,nacc,food,trial3,0.33718,0.2967,-0.013137,-0.1743
jf160703,nacc,food,trial4,-0.007078,-0.20323,-0.20946,-0.21529
jf160703,nacc,food,trial5,-0.01854,0.024742,-0.1552,0.028133
jf160703,nacc,food,trial6,0.094787,0.32352,0.18615,-0.011272
jf160703,nacc,food,trial7,-0.19529,-0.22782,0.036758,0.19164
jf160703,nacc,food,trial8,0.13899,-0.015983,-0.11378,-0.22623
jf160703,nacc,food,trial9,0.063756,0.20701,-0.1309,-0.13303
jf160703,nacc,neutral,trial1,0.2944,-0.13485,-0.38143,-0.60327
jf160703,nacc,neutral,trial10,0.1195,0.10667,0.19326,0.24726
jf160703,nacc,neutral,trial11,0.071547,-0.38868,-0.18611,0.11686
jf160703,nacc,neutral,trial12,0.4766,0.63537,0.030723,-0.089878
jf160703,nacc,neutral,trial13,-0.32914,-0.20024,-0.48804,-0.065583
jf160703,nacc,neutral,trial14,0.20738,0.30298,0.08828,-0.14599
jf160703,nacc,neutral,trial15,-0.14437,0.084328,-0.26446,-0.10156
jf160703,nacc,neutral,trial16,-0.014909,0.27957,0.25077,0.24151
jf160703,nacc,neutral,trial17,0.12425,0.050444,-0.18596,-0.24234
jf160703,nacc,neutral,trial18,0.18016,-0.031796,-0.28009,0.030256
jf160703,nacc,neutral,trial2,0.3738,0.04628,-0.28004,-0.28535
jf160703,nacc,neutral,trial3,0.059997,-0.19877,-0.22782,0.068059
jf160703,nacc,neutral,trial4,0.18209,-0.080741,-0.10773,-0.079493
jf160703,nacc,neutral,trial5,0.20818,-0.13932,-0.16459,-0.31181
jf160703,nacc,neutral,trial6,-0.043156,0.10913,0.18715,-0.055964
jf160703,nacc,neutral,trial7,-0.23622,-0.016629,-0.092021,0.23763
jf160703,nacc,neutral,trial8,0.024868,-0.24132,-0.12907,0.038463
jf160703,nacc,neutral,trial9,0.053979,0.15931,-0.048296,-0.1517
jw170330,nacc,drugs,trial1,-0.1102,-0.20985,0.33803,-0.44786
jw170330,nacc,drugs,trial10,0.63834,-0.29296,-0.60943,-0.73354
jw170330,nacc,drugs,trial11,-0.14934,0.047248,-0.1357,-0.095411
jw170330,nacc,drugs,trial12,-0.8428,-0.48585,-0.082385,0.24072
jw170330,nacc,drugs,trial13,-0.027528,0.26266,-0.028438,0.11943
jw170330,nacc,drugs,trial14,-0.82012,-0.17206,-0.46249,0.099626
jw170330,nacc,drugs,trial15,0.2711,0.41514,0.012286,0.22081
jw170330,nacc,drugs,trial16,-0.53323,-0.174,-0.32421,-0.39433
jw170330,nacc,drugs,trial17,-0.46578,-0.072691,-0.023331,-0.044154
jw170330,nacc,drugs,trial18,-0.24102,-0.28687,-0.53081,-0.55867
jw170330,nacc,drugs,trial2,0.17605,-0.13305,-0.29807,-0.079045
jw170330,nacc,drugs,trial3,0.68121,1.1995,0.49109,0.12911
jw170330,nacc,drugs,trial4,-0.38453,-0.35016,0.038969,0.4792
jw170330,nacc,drugs,trial5,0.65706,0.6042,0.82679,0.60896
jw170330,nacc,drugs,trial6,-0.3933,-0.36179,-0.14764,0.17312
jw170330,nacc,drugs,trial7,-0.1943,0.36188,0.4228,0.24378
jw170330,nacc,drugs,trial8,0.13066,0.41185,0.16584,0.093313
jw170330,nacc,drugs,trial9,0.08207,0.46231,0.26523,0.44963
jw170330,nacc,food,trial1,0.3156,0.179,-0.80928,-0.24345
jw170330,nacc,food,trial10,-0.49133,-0.2211,0.36471,0.57838
jw170330,nacc,food,trial11,-0.28773,2.3317e-4,0.034594,-0.020685
jw170330,nacc,food,trial12,0.14929,0.41597,0.26693,-0.044256
jw170330,nacc,food,trial13,-0.059195,0.53789,0.19754,0.33776
jw170330,nacc,food,trial14,-0.69922,-0.91577,-0.19998,-0.30531
jw170330,nacc,food,trial15,-0.16338,-0.41052,0.2539,0.23022
jw170330,nacc,food,trial16,0.61715,0.036756,-0.014576,-0.23091
jw170330,nacc,food,trial17,-0.27283,0.57168,0.3365,0.3801
jw170330,nacc,food,trial18,0.14788,-0.1889,-0.34698,0.28138
jw170330,nacc,food,trial2,-0.25966,-0.095595,0.22446,0.42195
jw170330,nacc,food,trial3,-0.39427,-0.019084,-0.34044,-0.25249
jw170330,nacc,food,trial4,0.63904,-3.7279,-1.6754,-1.544
jw170330,nacc,food,trial5,-0.83552,-0.47414,0.08301,-0.39115
jw170330,nacc,food,trial6,-0.15381,-0.17417,0.045642,-0.23897
jw170330,nacc,food,trial7,0.11209,0.36445,-0.063998,0.2263
jw170330,nacc,food,trial8,0.60515,-0.17904,0.23744,0.34607
jw170330,nacc,food,trial9,0.33008,0.082829,-0.32532,-0.28823
jw170330,nacc,neutral,trial1,0.40002,0.56295,0.94912,0.6466
jw170330,nacc,neutral,trial10,0.28828,0.25744,0.2888,0.10142
jw170330,nacc,neutral,trial11,0.083206,-0.071887,0.20179,0.045646
jw170330,nacc,neutral,trial12,0.22866,0.03849,0.19062,0.86692
jw170330,nacc,neutral,trial13,-0.68013,0.045345,0.052261,0.016641
jw170330,nacc,neutral,trial14,0.40914,-0.44254,-0.39874,-0.61174
jw170330,nacc,neutral,trial15,0.25727,0.27999,0.20681,0.55899
jw170330,nacc,neutral,trial16,0.62513,0.19356,0.10957,-0.014337
jw170330,nacc,neutral,trial17,-0.027856,0.21664,0.44727,0.51273
jw170330,nacc,neutral,trial18,0.29561,0.26692,0.057561,0.40736
jw170330,nacc,neutral,trial2,0.35698,0.37753,0.18143,-0.042355
jw170330,nacc,neutral,trial3,0.13033,0.3585,0.14029,-0.87781
jw170330,nacc,neutral,trial4,1.1408,1.1192,1.222,1.0218
jw170330,nacc,neutral,trial5,0.37865,-0.20666,-0.10464,-0.28235
jw170330,nacc,neutral,trial6,-0.5198,-0.43199,-0.075875,-0.46885
jw170330,nacc,neutral,trial7,0.31044,0.6228,0.45508,0.31588
jw170330,nacc,neutral,trial8,0.16867,-0.0022505,0.12746,0.22215
jw170330,nacc,neutral,trial9,-0.020675,0.026795,0.076477,0.61582
lm160914,nacc,drugs,trial1,0.27872,0.2878,0.51499,0.2018
lm160914,nacc,drugs,trial10,0.12369,0.14846,0.041079,-0.21824
lm160914,nacc,drugs,trial11,0.045146,-0.23925,0.13517,0.088927
lm160914,nacc,drugs,trial12,-0.67172,-0.29874,0.065647,0.2573
lm160914,nacc,drugs,trial13,0.033234,-0.062463,-0.56089,-0.36193
lm160914,nacc,drugs,trial14,0.018445,-0.18876,-0.074031,-0.17442
lm160914,nacc,drugs,trial15,0.089721,0.22808,0.47736,0.038233
lm160914,nacc,drugs,trial16,0.1008,0.0046603,0.12979,0.19542
lm160914,nacc,drugs,trial17,-0.36325,-0.28811,-0.24691,0.38117
lm160914,nacc,drugs,trial18,-0.17519,-0.38424,-0.20343,-0.20499
lm160914,nacc,drugs,trial2,-0.022014,0.31683,0.47019,0.085561
lm160914,nacc,drugs,trial3,0.065584,0.090711,-0.15336,0.0040841
lm160914,nacc,drugs,trial4,0.14341,0.18592,0.27964,-0.42837
lm160914,nacc,drugs,trial5,-0.015903,0.011365,-0.14996,0.22664
lm160914,nacc,drugs,trial6,0.14186000000000001,0.36886,0.38744,-0.2392
lm160914,nacc,drugs,trial7,0.074303,0.24828,-0.008365,-0.040943
lm160914,nacc,drugs,trial8,0.35711,-0.23732,0.083097,0.21554
lm160914,nacc,drugs,trial9,0.49799,-1.2744,-0.41909,0.29722
lm160914,nacc,food,trial1,-0.31138,-0.3646,-0.088378,-0.097019
lm160914,nacc,food,trial10,-0.07673,-0.14815,-0.30576,-0.31219
lm160914,nacc,food,trial11,0.20595,0.26052,-0.024007,-0.41255
lm160914,nacc,food,trial12,-0.077838,-0.075454,0.30845,0.14012
lm160914,nacc,food,trial13,0.026994,-0.20811,0.0047471,0.54523
lm160914,nacc,food,trial14,-0.20366,-0.41082,-0.4086,0.07345
lm160914,nacc,food,trial15,0.19722,-0.11072,-0.35567,-0.30715
lm160914,nacc,food,trial16,0.1652,0.41048,0.061895,-0.10101
lm160914,nacc,food,trial17,-0.11001,-0.15984,0.36625,0.60654
lm160914,nacc,food,trial18,-0.07722,0.18799,0.39493,0.060651
lm160914,nacc,food,trial2,-0.27154,0.07454,0.3219,0.11783
lm160914,nacc,food,trial3,0.39983,0.4382,0.10857,-0.0061294
lm160914,nacc,food,trial4,-0.38918,0.097969,0.35384,-0.25961
lm160914,nacc,food,trial5,-0.064112,-0.18041,0.37969,0.14914
lm160914,nacc,food,trial6,-0.32632,0.18831,0.2703,-0.23514
lm160914,nacc,food,trial7,0.17306,-0.43476,-0.039944,0.0017338
lm160914,nacc,food,trial8,0.31995,-0.33823,-0.03627,0.23816
lm160914,nacc,food,trial9,-1.01,-0.19316,-0.24897,0.63984
lm160914,nacc,neutral,trial1,0.12017,0.36622,0.818,0.55129
lm160914,nacc,neutral,trial10,0.57807,0.77667,0.28142,-0.1437
lm160914,nacc,neutral,trial11,0.1454,0.11009,0.41423,0.57569
lm160914,nacc,neutral,trial12,0.39612000000000003,0.27521,0.099332,-0.11727
lm160914,nacc,neutral,trial13,-0.48632,-0.10496,-0.037156,-0.30298
lm160914,nacc,neutral,trial14,0.16654,-0.11384,-0.029152,0.083798
lm160914,nacc,neutral,trial15,0.036884,-0.17468,-0.23058,0.068969
lm160914,nacc,neutral,trial16,-0.11227,-0.15902,0.35851,0.17947
lm160914,nacc,neutral,trial17,-0.26466,-0.12543,-0.17545,0.26034
lm160914,nacc,neutral,trial18,-0.1601,-0.33904,-0.16146,0.37615
lm160914,nacc,neutral,trial2,-0.45113,-0.074301,0.20108,0.47166
lm160914,nacc,neutral,trial3,-0.012113,0.02196,-0.12947,-0.031178
lm160914,nacc,neutral,trial4,-0.075433,-0.12447,0.26955,-0.28066
lm160914,nacc,neutral,trial5,-0.30531,0.12807,0.2536,-0.20265
lm160914,nacc,neutral,trial6,-0.68688,-0.14347,0.28315,0.080987
lm160914,nacc,neutral,trial7,0.20518,-0.47347,0.14957,0.30393
lm160914,nacc,neutral,trial8,-0.21954,0.20626,-0.086259,0.11616
lm160914,nacc,neutral,trial9,-0.25932,0.31642,0.46746,0.34944
mr161024,nacc,drugs,trial1,0.233,0.66719,0.17466,0.12804
mr161024,nacc,drugs,trial10,-0.18253,0.13534,-0.18382,-0.14838
mr161024,nacc,drugs,trial11,-0.24417,-0.099857,0.093079,0.15382
mr161024,nacc,drugs,trial12,0.42899,0.50785,0.069676,-0.25731
mr161024,nacc,drugs,trial13,-0.018955,0.16457,-0.047309,-0.4412
mr161024,nacc,drugs,trial14,0.15978,0.20932,0.18476,-0.05157
mr161024,nacc,drugs,trial15,-0.26783,0.06972,0.063172,0.026988
mr161024,nacc,drugs,trial16,0.089643,-0.0097949,-0.12196,-0.10835
mr161024,nacc,drugs,trial17,-0.52598,-0.38336,-0.45313,-0.17887
mr161024,nacc,drugs,trial18,-0.14174,-0.22146,-0.35994,-0.20213
mr161024,nacc,drugs,trial2,-0.2628,-0.15238,-0.1341,-0.39543
mr161024,nacc,drugs,trial3,-0.10836,-0.18112,0.052186,0.11275
mr161024,nacc,drugs,trial4,0.24388,0.1398,0.64999,0.2529
mr161024,nacc,drugs,trial5,-0.0095271,0.089691,0.27456,0.035411
mr161024,nacc,drugs,trial6,0.31555,0.36789,0.2253,-0.048596
mr161024,nacc,drugs,trial7,0.0019896,0.18085,0.30967,-0.055356
mr161024,nacc,drugs,trial8,0.12494,0.32864,0.11754,-0.19934
mr161024,nacc,drugs,trial9,0.21625,0.24591,0.072864,0.1869
mr161024,nacc,food,trial1,0.074131,-0.19679,0.60968,0.080432
mr161024,nacc,food,trial10,0.21864,-9.1878e-4,-0.054484,0.16852
mr161024,nacc,food,trial11,0.27769,0.056924,-0.1216,0.21632
mr161024,nacc,food,trial12,-0.22335,-0.18548,0.05816,-0.076246
mr161024,nacc,food,trial13,0.020129,0.12011,0.3076,0.038751
mr161024,nacc,food,trial14,-0.23066,-0.027627,-0.06343,-0.1996
mr161024,nacc,food,trial15,0.018063,-0.77872,-0.26097,1.196
mr161024,nacc,food,trial16,0.02572,0.50688,0.079711,0.16015
mr161024,nacc,food,trial17,0.019566,-0.081434,-0.35113,-0.13448
mr161024,nacc,food,trial18,0.13097,0.023579,0.15657,0.41807
mr161024,nacc,food,trial2,-0.029906,-0.18822,0.32739,0.45437
mr161024,nacc,food,trial3,-0.2474,0.20182,-0.11923,0.16653
mr161024,nacc,food,trial4,-0.037083,-0.24764,-0.048945,-0.018295
mr161024,nacc,food,trial5,0.13511,0.2481,0.16591,0.18076
mr161024,nacc,food,trial6,0.035726,-0.074134,-0.033865,-0.080835
mr161024,nacc,food,trial7,-0.47111,-0.1829,-0.17458,-0.20931
mr161024,nacc,food,trial8,-0.069116,-0.053632,0.051364,-0.19833
mr161024,nacc,food,trial9,0.023553,-0.11604,-0.19502,-0.14994
mr161024,nacc,neutral,trial1,-0.38535,0.079912,-0.12413,-0.20107
mr161024,nacc,neutral,trial10,-0.32036,-0.41228,0.121,-0.0046253
mr161024,nacc,neutral,trial11,-0.1946,0.0032431,-0.087273,0.10393
mr161024,nacc,neutral,trial12,0.10313,0.24337,-0.23514,-0.22599
mr161024,nacc,neutral,trial13,0.079369,0.21059,0.28046,0.079867
mr161024,nacc,neutral,trial14,-0.052846,0.17518,-0.13075,-0.39734
mr161024,nacc,neutral,trial15,0.059552,-0.23548,-0.57656,-0.073945
mr161024,nacc,neutral,trial16,-0.1272,0.3213,0.17462,0.28507
mr161024,nacc,neutral,trial17,-0.11276,-0.09081,-0.14989,-0.033185
mr161024,nacc,neutral,trial18,0.019417,-0.21896,-0.033625,-0.019624
mr161024,nacc,neutral,trial2,-0.025363,0.2146,-0.2984,-0.25781
mr161024,nacc,neutral,trial3,-0.19167,-0.15152,0.14035,0.061699
mr161024,nacc,neutral,trial4,-0.57028,-0.48597,-0.06741,-0.26616
mr161024,nacc,neutral,trial5,0.1357,0.31848,0.28803,0.16732
mr161024,nacc,neutral,trial6,-0.19172,0.18774,0.029722,-0.093241
mr161024,nacc,neutral,trial7,0.16057,-0.094339,-0.14019,0.048371
mr161024,nacc,neutral,trial8,0.3835,0.20329,-0.098237,-0.15825
mr161024,nacc,neutral,trial9,-0.3244,0.10115,-0.13827,0.22478
mr170621,nacc,drugs,trial1,-0.0063543,0.38935,0.22376,-0.18019
mr170621,nacc,drugs,trial10,0.33016,0.10295,0.41552,0.29697
mr170621,nacc,drugs,trial11,0.039749,0.56715,0.32815,0.11325
mr170621,nacc,drugs,trial12,-0.013219,0.16005,0.31393,-0.13559
mr170621,nacc,drugs,trial13,0.012387,0.15041,0.099024,-0.11968
mr170621,nacc,drugs,trial14,-0.38306,-0.15268,-0.011857,0.13256
mr170621,nacc,drugs,trial15,-0.097945,0.14751,0.10422,0.44002
mr170621,nacc,drugs,trial16,-0.038738,0.016896,-0.21104,-0.082988
mr170621,nacc,drugs,trial17,0.29628,-0.18143,-0.156,-0.31706
mr170621,nacc,drugs,trial18,-0.08048,0.15902,0.25964,0.11894
mr170621,nacc,drugs,trial2,-0.10283,0.38722,0.68673,0.56881
mr170621,nacc,drugs,trial3,-0.11737,-0.0050168,-0.29534,-0.72743
mr170621,nacc,drugs,trial4,-0.065375,-0.078275,-0.58908,-0.35167
mr170621,nacc,drugs,trial5,0.092489,-0.13996,0.033964,0.05293
mr170621,nacc,drugs,trial6,-0.51583,-0.27355,0.16492,-0.1265
mr170621,nacc,drugs,trial7,0.10726,0.061313,0.50366,0.27391
mr170621,nacc,drugs,trial8,0.27913,0.42388,0.19457,-0.056604
mr170621,nacc,drugs,trial9,-0.01586,0.076534,0.3244,0.23023
mr170621,nacc,food,trial1,0.28623,0.39935,0.40152,-0.32312
mr170621,nacc,food,trial10,0.06957,0.13409,0.22951,0.12501
mr170621,nacc,food,trial11,0.25567,0.10561,0.022253,0.014634
mr170621,nacc,food,trial12,-0.087331,-0.16795,-0.30083,-0.14533
mr170621,nacc,food,trial13,0.24164,-0.11693,-0.033222,-0.19595
mr170621,nacc,food,trial14,-0.52916,-0.042898,0.15551,0.0992
mr170621,nacc,food,trial15,0.22027,0.065586,-0.18628,-0.57554
mr170621,nacc,food,trial16,0.084122,0.098731,0.39763,0.69684
mr170621,nacc,food,trial17,0.27363,0.46991,0.30509,-0.22131
mr170621,nacc,food,trial18,0.067254,0.11678,0.39319,-0.045349
mr170621,nacc,food,trial2,0.097728,0.36936,0.13458,-0.46176
mr170621,nacc,food,trial3,0.20079,0.30215,-0.23989,-0.45932
mr170621,nacc,food,trial4,0.10872,0.036207,-0.27321,0.40472
mr170621,nacc,food,trial5,0.48481,0.15834,0.23436,-0.11051
mr170621,nacc,food,trial6,-0.058201,0.15312,0.15062,-0.14012
mr170621,nacc,food,trial7,-0.16494,0.1691,0.075378,0.43373
mr170621,nacc,food,trial8,-0.0858,0.094285,0.027582,-0.12621
mr170621,nacc,food,trial9,-0.22763,0.3155,0.16585,-0.34039
mr170621,nacc,neutral,trial1,0.22723,-0.15561,-0.31848,-0.69357
mr170621,nacc,neutral,trial10,0.0077253,-0.043143,-0.29471,-0.3925
mr170621,nacc,neutral,trial11,-0.46584,-0.28301,-0.0067125,0.086131
mr170621,nacc,neutral,trial12,0.71655,0.24691,-0.1347,-0.37596
mr170621,nacc,neutral,trial13,-0.019749,0.5103,0.37671,0.24157
mr170621,nacc,neutral,trial14,-0.12408,0.57334,0.43153,0.1517
mr170621,nacc,neutral,trial15,0.15708,0.090879,0.063939,-0.26038
mr170621,nacc,neutral,trial16,-0.13447,-0.12718,-0.21158,0.088732
mr170621,nacc,neutral,trial17,0.097876,-0.098217,-0.29533,-0.15862
mr170621,nacc,neutral,trial18,-0.40597,0.063076,0.50208,0.51786
mr170621,nacc,neutral,trial2,-0.78034,0.024313,0.3245,0.28658
mr170621,nacc,neutral,trial3,-0.0067923,0.012433,0.23714,0.66825
mr170621,nacc,neutral,trial4,-0.046117,0.38301,0.27135,-0.28065
mr170621,nacc,neutral,trial5,-0.012225,0.0094475,0.054297,-0.69878
mr170621,nacc,neutral,trial6,-0.46633,-0.18458,-0.20242,-0.38572
mr170621,nacc,neutral,trial7,0.33835,0.26768,0.14339,0.11919
mr170621,nacc,neutral,trial8,-0.20438,-0.25392,0.37943,0.33951
mr170621,nacc,neutral,trial9,-0.051922,0.35785,0.79851,0.33746
nb160221,nacc,drugs,trial1,0.37108,0.31153,0.095242,0.16571
nb160221,nacc,drugs,trial10,0.71609,0.5148,0.51891,0.84971
nb160221,nacc,drugs,trial11,0.58236,0.60982,0.13302,0.16617
nb160221,nacc,drugs,trial12,-0.53668,-0.5462,-0.56002,-0.028968
nb160221,nacc,drugs,trial13,1.6525,-0.41735,0.03505,0.20949
nb160221,nacc,drugs,trial14,-0.29441,-0.26748,-1.7785,-0.024118
nb160221,nacc,drugs,trial15,0.53561,-0.39345,0.70236,-0.2099
nb160221,nacc,drugs,trial16,-0.18317,0.0012297,-0.41544,0.0020047
nb160221,nacc,drugs,trial17,-0.1188,0.1609,0.26176,-0.086939
nb160221,nacc,drugs,trial18,-0.12566,-1.6272,-1.4078,-1.4825
nb160221,nacc,drugs,trial2,0.18349,0.62797,0.50047,0.63579
nb160221,nacc,drugs,trial3,-0.22544,0.57485,0.18625,0.29346
nb160221,nacc,drugs,trial4,0.41916,-0.048846,0.61982,0.77778
nb160221,nacc,drugs,trial5,-0.089332,0.065531,0.29253,0.46829
nb160221,nacc,drugs,trial6,-0.47486,0.0099927,0.32277,-0.013262
