subjects,roi,condition,trial,TR3,TR4,TR5,TR6
rt170816,nacc,drugs,trial10,0.20635,0.21249,0.16125,-0.11137
rt170816,nacc,drugs,trial11,0.4699,0.28426,0.23242,0.11277
rt170816,nacc,drugs,trial12,-0.078473,0.29558,-0.35511,-0.092134
rt170816,nacc,drugs,trial13,-0.091237,0.5748,-0.39025,0.40091
rt170816,nacc,drugs,trial14,0.12388,-0.381,0.33584,-0.60773
rt170816,nacc,drugs,trial15,-0.241,0.073481,-0.28118,0.27531
rt170816,nacc,drugs,trial16,-0.56159,0.35896,-0.7606,0.11647
rt170816,nacc,drugs,trial17,-0.54998,-0.036074,-0.40175,0.13756
rt170816,nacc,drugs,trial18,-0.19688,-0.6458,-0.2239,0.70522
rt170816,nacc,drugs,trial2,0.20212,-0.32,0.15163,-0.06822
rt170816,nacc,drugs,trial3,0.089801,-0.21407,0.17566,0.10053
rt170816,nacc,drugs,trial4,0.19184,-0.40732,-0.16662,-0.23523
rt170816,nacc,drugs,trial5,-0.89818,0.016471,-0.38197,0.14291
rt170816,nacc,drugs,trial6,0.048647,0.20257,-0.36317,0.5355
rt170816,nacc,drugs,trial7,-0.38141,0.38801,0.033908,-0.098911
rt170816,nacc,drugs,trial8,0.33219,0.46433,0.49312,0.036144
rt170816,nacc,drugs,trial9,0.47674,-0.49242,0.30034,-0.036714
rt170816,nacc,food,trial1,-0.39275,0.059629,0.096066,0.80041
rt170816,nacc,food,trial10,0.25491,0.079413,-0.16146,0.25817
rt170816,nacc,food,trial11,0.65602,-0.23583,0.30152,-0.26484
rt170816,nacc,food,trial12,0.27815,-0.49886,-0.072553,-0.13304
rt170816,nacc,food,trial13,0.067834,-0.34297,0.12137,-0.13476
rt170816,nacc,food,trial14,0.25712,0.27078,0.67884,0.38701
rt170816,nacc,food,trial15,0.12524,0.72295,-0.1911,0.60182
rt170816,nacc,food,trial16,-0.034015,0.34857,0.12959,-0.058203
rt170816,nacc,food,trial17,0.0014182,0.54199,-0.49192,0.45227
rt170816,nacc,food,trial18,0.2502,0.32982,0.3954,0.21543
rt170816,nacc,food,trial2,0.054308,-0.14032,0.1146,-0.13618
rt170816,nacc,food,trial3,-0.57486,-0.72594,-0.38064,-0.083003
rt170816,nacc,food,trial4,-0.12146,-0.54993,-0.048473,-0.102
rt170816,nacc,food,trial5,-0.029917,0.285,0.12064,0.23869
rt170816,nacc,food,trial6,0.0038142,-0.56446,-0.1355,0.21185
rt170816,nacc,food,trial7,-0.14053,-0.087401,0.24489,0.15991
rt170816,nacc,food,trial8,0.074391,-0.018902,-9.3363e-4,0.18196
rt170816,nacc,food,trial9,-0.12334,-0.23939,-0.42403,0.35516
rt170816,nacc,neutral,trial1,0.40048,0.57309,-0.18999,0.24262
rt170816,nacc,neutral,trial10,-0.31999,-0.37893,0.0074291,-0.57612
rt170816,nacc,neutral,trial11,0.38294,-0.64738,-0.05628,0.014108
rt170816,nacc,neutral,trial12,0.3026,0.36328,0.15116,0.14561
rt170816,nacc,neutral,trial13,-0.16869,0.5851,-0.057901,0.48657
rt170816,nacc,neutral,trial14,-0.16579,-0.67074,0.52194,-0.54981
rt170816,nacc,neutral,trial15,-0.2003,-0.14701,-0.70073,-0.24896
rt170816,nacc,neutral,trial16,-0.25264,-0.70263,0.22265,-0.7155
rt170816,nacc,neutral,trial17,-0.037987,0.011262,-0.31141,0.18823
rt170816,nacc,neutral,trial18,-0.80672,0.13564,0.094026,0.11083
rt170816,nacc,neutral,trial2,-0.15734,0.0079763,-0.03934,-0.10888
rt170816,nacc,neutral,trial3,0.16864,0.060905,-0.27116,-0.093799
rt170816,nacc,neutral,trial4,0.54628,0.24159,-0.25699,-0.16873
rt170816,nacc,neutral,trial5,0.409,0.088879,-0.47345,-0.16925
rt170816,nacc,neutral,trial6,-0.27785,-0.22085,-0.71084,-0.086547
rt170816,nacc,neutral,trial7,-0.61982,-0.0039788,0.20064,0.33231
rt170816,nacc,neutral,trial8,-0.3566,0.049261,-0.67218,0.44598
rt170816,nacc,neutral,trial9,-0.2972,-0.37034,0.57995,0.067808
rv160413,nacc,drugs,trial1,0.4431,0.2476,-0.16321,-0.66388
rv160413,nacc,drugs,trial10,0.059266,0.14767,-0.27264,0.43657
rv160413,nacc,drugs,trial11,-0.37051,-0.20639,-0.23198,-0.07869
rv160413,nacc,drugs,trial12,-0.20967,0.16156,0.54265,0.68985
rv160413,nacc,drugs,trial13,0.061103,-0.065728,0.11482,-0.099887
rv160413,nacc,drugs,trial14,0.14921,0.31277,0.55611,-0.0086621
rv160413,nacc,drugs,trial15,-0.18997,-0.056261,-0.13348,0.35195
rv160413,nacc,drugs,trial16,0.22059,0.18522,-0.75339,-0.36761
rv160413,nacc,drugs,trial17,0.73477,-0.12592,-0.17749,-0.77742
rv160413,nacc,drugs,trial18,0.37571,0.64232,0.047781,0.20931
rv160413,nacc,drugs,trial2,-0.24501,-0.12815,0.1327,-0.057968
rv160413,nacc,drugs,trial3,-0.13541,-0.11665,0.016023,0.16954
rv160413,nacc,drugs,trial4,0.47754,0.21652,0.16555,-0.3006
rv160413,nacc,drugs,trial5,0.0038151,0.40165,0.57302,0.71585
rv160413,nacc,drugs,trial6,-0.29333,-0.13961,-0.15471,-0.099641
rv160413,nacc,drugs,trial7,0.063849,0.46015,0.60103,0.49922
rv160413,nacc,drugs,trial8,0.36617,0.20622,0.18236,-0.071739
rv160413,nacc,drugs,trial9,-0.35414,0.066641,-0.10486,0.043447
rv160413,nacc,food,trial1,0.011133,0.037632,-0.048688,-0.19823
rv160413,nacc,food,trial10,0.1717,0.46972,-0.14131,0.39462
rv160413,nacc,food,trial11,0.2279,0.37171,0.050891,-0.16892
rv160413,nacc,food,trial12,-0.23469,0.14747,-0.11325,0.53125
rv160413,nacc,food,trial13,-0.18667,-0.16642,-0.60515,-0.037848
rv160413,nacc,food,trial14,-0.076187,-0.29791,0.27971,-0.21482
rv160413,nacc,food,trial15,0.56912,0.30234,-0.64555,-0.70457
rv160413,nacc,food,trial16,0.4415,-0.24376,0.36757,-0.22473
rv160413,nacc,food,trial17,0.97742,0.62554,-0.075339,0.58487
rv160413,nacc,food,trial18,-0.19764,0.41402,0.10482,0.78479
rv160413,nacc,food,trial2,-0.063942,0.0024909,-0.05154,-0.24836
rv160413,nacc,food,trial3,0.10085,0.24758,0.31583,0.05397
rv160413,nacc,food,trial4,-0.46017,-0.20447,-0.10578,0.019779
rv160413,nacc,food,trial5,0.45529,0.05848,0.23804,0.037928
rv160413,nacc,food,trial6,0.0080257,-0.077908,0.25911,0.045881
rv160413,nacc,food,trial7,-0.27987,-0.19973,-0.20099,-0.26613
rv160413,nacc,food,trial8,0.1128,0.27729,0.17944,0.2767
rv160413,nacc,food,trial9,0.089179,-0.92335,-0.90509,-0.53423
rv160413,nacc,neutral,trial1,0.12563,0.47299,0.030087,0.18894
rv160413,nacc,neutral,trial10,0.020167,-0.39722,-0.27538,-0.14294
rv160413,nacc,neutral,trial11,-9.2374e-5,0.36597,0.23901,0.27817
rv160413,nacc,neutral,trial12,-0.44613,-0.13078,0.348,0.64086
rv160413,nacc,neutral,trial13,-0.36586,-0.57439,-0.19908,-0.65445
rv160413,nacc,neutral,trial14,-0.17489,0.40108,0.31403,0.41766
rv160413,nacc,neutral,trial15,0.59188,0.32119,0.4225,0.4079
rv160413,nacc,neutral,trial16,-0.56963,0.10751,-0.3843,0.42528
rv160413,nacc,neutral,trial17,0.077372,-0.46346,-0.36144,-0.22193
rv160413,nacc,neutral,trial18,0.59653,0.24839,0.085202,-0.20641
rv160413,nacc,neutral,trial2,0.42857,0.23265,0.071802,-0.69165
rv160413,nacc,neutral,trial3,-0.30599,0.034678,0.14409,-0.041544
rv160413,nacc,neutral,trial4,0.10417,0.33838,0.051611,-0.27606
rv160413,nacc,neutral,trial5,-0.42819,-0.45968,-0.055212,0.0069056
rv160413,nacc,neutral,trial6,0.12151,0.2801,0.25805,-0.10829
rv160413,nacc,neutral,trial7,-0.27084,-0.43117,-0.19996,-0.10804
rv160413,nacc,neutral,trial8,0.2055,0.83134,0.78231,0.09637
rv160413,nacc,neutral,trial9,-0.18167,-0.044029,-0.40886,0.11601
se161021,nacc,drugs,trial1,0.3299,0.54929,-0.033681,0.099054
se161021,nacc,drugs,trial10,-0.38266,0.027325,0.67295,0.52088
se161021,nacc,drugs,trial11,-0.25412,0.50162,1.0341,0.23709
se161021,nacc,drugs,trial12,-0.03976,0.19218,0.42217,-0.12829
se161021,nacc,drugs,trial13,0.34445,-0.14266,-0.040837,-0.020606
se161021,nacc,drugs,trial14,0.24688,0.25339,0.11299,0.083258
se161021,nacc,drugs,trial15,0.49565,0.19652,0.16126,-0.015958
se161021,nacc,drugs,trial16,0.6399,0.48903,0.19557,-0.53369
se161021,nacc,drugs,trial17,-0.19954,0.45487,0.095976,-0.36922
se161021,nacc,drugs,trial18,-0.091637,0.10603,0.37798,0.26428
se161021,nacc,drugs,trial2,0.027543,-0.14687,-0.082963,0.42948
se161021,nacc,drugs,trial3,-0.070313,-0.2126,-0.22436,-0.03126
se161021,nacc,drugs,trial4,0.27272,0.26936,0.2765,0.075701
se161021,nacc,drugs,trial5,-0.065506,0.061644,0.54361,0.31302
se161021,nacc,drugs,trial6,-0.25977,0.014976,0.41993,0.41644
se161021,nacc,drugs,trial7,0.13749,-0.32444,0.11761,0.17888
se161021,nacc,drugs,trial8,0.13345,-0.066825,0.19034,0.27461
se161021,nacc,drugs,trial9,-0.12537,0.055945,0.17126,-0.37745
se161021,nacc,food,trial1,0.19042,0.058466,0.10377,-0.23496
se161021,nacc,food,trial10,0.34005,-0.01574,0.10927,0.15961
se161021,nacc,food,trial11,-0.21045,0.20105,-0.35089,-0.13075
se161021,nacc,food,trial12,0.60422,-0.47718,-0.50805,0.32694
se161021,nacc,food,trial13,-0.20657,-0.087126,0.37597,0.43
se161021,nacc,food,trial14,-0.16628,0.43317,-0.49769,0.14552
se161021,nacc,food,trial15,-0.10704,-0.31686,0.16211,-0.44012
se161021,nacc,food,trial16,0.12315,0.46572,0.24222,0.11613
se161021,nacc,food,trial17,-0.21789,-0.064537,-0.078807,0.40452
se161021,nacc,food,trial18,0.51705,0.36296,0.21444,-0.24218
se161021,nacc,food,trial2,-0.052643,0.0087359,0.18144,0.0029384
se161021,nacc,food,trial3,-0.069936,0.10318,0.21912,-0.047155
se161021,nacc,food,trial4,-0.12404,-0.60058,0.31079,0.50268
se161021,nacc,food,trial5,-0.06117,0.13663,-0.10457,-0.42996
se161021,nacc,food,trial6,0.14585,-0.30303,-0.63966,-0.37081
se161021,nacc,food,trial7,0.36896,-0.17381,0.28262,-0.59019
se161021,nacc,food,trial8,-0.25709,-0.049671,0.15771,-0.42258
se161021,nacc,food,trial9,-0.01952,0.046022,-0.02702,-0.035884
se161021,nacc,neutral,trial1,0.049758,-0.21454,-0.14916,-0.45522
se161021,nacc,neutral,trial10,-0.23066,0.063625,0.23863,0.27493
se161021,nacc,neutral,trial11,-0.51789,-0.16392,0.070574,0.11183
se161021,nacc,neutral,trial12,0.2053,-0.046744,0.14391,-0.25466
se161021,nacc,neutral,trial13,-0.28735,0.022485,-0.12511,0.099574
se161021,nacc,neutral,trial14,0.12283,0.10704,-0.057827,0.036205
se161021,nacc,neutral,trial15,0.20594,-0.12187,-0.083394,-0.17799
se161021,nacc,neutral,trial16,-0.30941,-0.29457,0.17459,0.16401
se161021,nacc,neutral,trial17,-0.034139,-0.1452,0.040499,0.15281
se161021,nacc,neutral,trial18,-0.15812,0.07983,-0.39991,-0.055097
se161021,nacc,neutral,trial2,-0.13491,0.06037,0.024256,-0.64855
se161021,nacc,neutral,trial3,-0.021214,0.41393,-0.20401,0.11777
se161021,nacc,neutral,trial4,-0.084614,0.14854,0.18733,-0.086502
se161021,nacc,neutral,trial5,-0.082733,0.094021,0.032952,0.21764
se161021,nacc,neutral,trial6,0.12586,0.060657,0.17432,-0.37921
se161021,nacc,neutral,trial7,-0.19413,-0.033511,0.1151,0.085804
se161021,nacc,neutral,trial8,-0.16659,-0.047403,-0.42657,-0.12378
se161021,nacc,neutral,trial9,0.040158,-0.34265,-0.14207,-0.27494
si151120,nacc,drugs,trial1,0.63259,0.21009,-0.011848,-0.086755
si151120,nacc,drugs,trial10,-0.1668,0.1008,-0.15763,0.042969
si151120,nacc,drugs,trial11,0.16183,-0.18153,0.42325,0.5702
si151120,nacc,drugs,trial12,-0.27328,0.31926,-0.059795,0.41063
si151120,nacc,drugs,trial13,0.06278,0.39835,0.28321,1.1668
si151120,nacc,drugs,trial14,0.042903,0.26998,-0.13112,0.28785
si151120,nacc,drugs,trial15,-0.052333,0.58611,0.43362,0.34515
si151120,nacc,drugs,trial16,0.12256,-0.1932,0.035434,-0.084122
si151120,nacc,drugs,trial17,0.14965,0.19678,0.13129,-0.0091664
si151120,nacc,drugs,trial18,-0.1581,0.056873,0.37397,0.4457
si151120,nacc,drugs,trial2,-0.03357,-0.066288,0.86018,0.97838
si151120,nacc,drugs,trial3,0.0089583,0.42134,0.14019,-0.012101
si151120,nacc,drugs,trial4,-0.17766,-0.099757,0.30666,0.077063
si151120,nacc,drugs,trial5,0.1952,0.7413,0.52022,0.48145
si151120,nacc,drugs,trial6,-0.32934,0.0027052,0.2967,0.20136
si151120,nacc,drugs,trial7,0.25615,0.69716,-0.073626,0.054343
si151120,nacc,drugs,trial8,0.25413,-0.10932,0.0011531,-0.1526
si151120,nacc,drugs,trial9,-0.083347,0.58098,-0.097691,0.11317
si151120,nacc,food,trial1,-0.29487,-0.2279,0.29919,-0.086098
si151120,nacc,food,trial10,0.13019,-0.56726,-0.13869,-0.53655
si151120,nacc,food,trial11,-0.16918,-0.042976,0.16671,0.016321
si151120,nacc,food,trial12,-0.10609,-0.22806,-0.095653,-0.069301
si151120,nacc,food,trial13,-0.14319,0.014377,-0.046323,-0.13613
si151120,nacc,food,trial14,-0.26853,-0.12277,0.18453,0.16418
si151120,nacc,food,trial15,-0.30453,-0.0042083,-0.73754,-0.18447
si151120,nacc,food,trial16,0.30242,0.75458,-0.10406,-0.11736
si151120,nacc,food,trial17,0.059554,0.22105,0.50502,0.49358
si151120,nacc,food,trial18,-0.18827,-0.44219,0.24562,0.23457
si151120,nacc,food,trial2,-0.32452,-0.22252,-0.29362,-0.23417
si151120,nacc,food,trial3,-0.18381,-0.76777,-0.50612,-0.36564
si151120,nacc,food,trial4,0.029588,0.034843,-0.028835,0.20404
si151120,nacc,food,trial5,-0.025525,0.082182,-0.061828,0.26695
si151120,nacc,food,trial6,-0.75617,-0.59125,-0.39656,0.074113
si151120,nacc,food,trial7,-0.48025,-0.054823,0.22103,0.058392
si151120,nacc,food,trial8,0.2218,-0.16359,-0.15177,-0.43362
si151120,nacc,food,trial9,-0.54104,-0.29905,0.20085,-0.21883
si151120,nacc,neutral,trial1,0.28011,-0.25253,-0.15441,-0.39242
si151120,nacc,neutral,trial10,-0.14737,-0.20094,0.27475,0.52977
si151120,nacc,neutral,trial11,0.11625,0.046034,0.29287,0.18292
si151120,nacc,neutral,trial12,-0.061277,0.10412,-0.16781,-0.17822
si151120,nacc,neutral,trial13,0.054431,0.14893,-0.50117,0.11889
si151120,nacc,neutral,trial14,-0.34068,-0.17926,0.46413,-0.03208
si151120,nacc,neutral,trial15,-0.3749,-0.21412,0.23828,-0.17007
si151120,nacc,neutral,trial16,0.012703,0.02543,0.081711,-0.1693
si151120,nacc,neutral,trial17,-0.2674,0.087414,0.068365,0.028465
si151120,nacc,neutral,trial18,-0.049952,0.17945,0.0043039,0.033602
si151120,nacc,neutral,trial2,-0.47978,-0.0547,0.12291,-0.013902
si151120,nacc,neutral,trial3,-0.17027,-0.4339,0.19175,0.16356
si151120,nacc,neutral,trial4,-0.062987,-0.18682000000000001,-0.28977,-0.13322
si151120,nacc,neutral,trial5,0.13234,-0.30119,0.42954,0.17805
si151120,nacc,neutral,trial6,0.030253,-0.034648,0.19532,0.082214
si151120,nacc,neutral,trial7,0.059937,-0.075117,-0.19706,0.11003
si151120,nacc,neutral,trial8,-0.19106,-0.016511,-0.3497,0.081153
si151120,nacc,neutral,trial9,0.36073,-0.47581,-0.079485,0.11995
tf151127,nacc,drugs,trial1,0.49608,0.099958,0.31561,0.023976
tf151127,nacc,drugs,trial10,0.50864,-0.52608,0.30975,-0.10229
tf151127,nacc,drugs,trial11,0.73638,0.08225,-0.1468,0.31432
tf151127,nacc,drugs,trial12,0.78247,-0.45743,0.2598,-0.31591
tf151127,nacc,drugs,trial13,0.37837,-0.25963,-0.075825,0.10406
tf151127,nacc,drugs,trial14,0.10743,0.116,0.22765,0.50175
tf151127,nacc,drugs,trial15,-0.2927,0.065925,0.1026,0.18581
tf151127,nacc,drugs,trial16,-0.06353,-0.032858,-0.12057,-0.1732
tf151127,nacc,drugs,trial17,0.26004,-0.53629,-0.54493,0.40713
tf151127,nacc,drugs,trial18,0.45382,-0.10569,0.095169,-0.30355
tf151127,nacc,drugs,trial2,0.12395,0.69893,-0.93751,0.088968
tf151127,nacc,drugs,trial3,0.89995,-0.30571,0.095785,0.094272
tf151127,nacc,drugs,trial4,0.50487,-0.17167,-0.13409,-0.50742
tf151127,nacc,drugs,trial5,-0.1282,0.42803,-0.39279,-0.062704
tf151127,nacc,drugs,trial6,0.0084326,-0.11668,-0.58001,0.53188
tf151127,nacc,drugs,trial7,-0.11724,-0.088537,0.20801,-0.59134
tf151127,nacc,drugs,trial8,0.10348,0.14974,-0.10482,-0.30754
tf151127,nacc,drugs,trial9,0.76006,-0.053918,0.10832,-0.77622
tf151127,nacc,food,trial1,-0.044264,-0.29135,0.61944,0.087003
tf151127,nacc,food,trial10,-0.041374,0.54495,1.0523,0.88548
tf151127,nacc,food,trial11,-0.27144,-0.67119,-0.053987,0.035452
tf151127,nacc,food,trial12,-0.41806,0.075592,-0.26523,-0.25116
tf151127,nacc,food,trial13,0.2789,-0.44741,0.22266,-0.059123
tf151127,nacc,food,trial14,-0.64852,-0.0072668,1.0596,0.053942
tf151127,nacc,food,trial15,0.34867,0.53547,0.20724,-0.26695
tf151127,nacc,food,trial16,0.20816,0.2954,0.42495,-0.023712
tf151127,nacc,food,trial17,-0.12647,0.4401,0.15838,-0.49807
tf151127,nacc,food,trial18,-0.26566,-0.12951,-0.27494,-0.054908
tf151127,nacc,food,trial2,0.45615,-0.26873,-0.98419,0.16469
tf151127,nacc,food,trial3,-0.33933,-0.48395,0.74954,-1.0053
tf151127,nacc,food,trial4,0.23826,0.048662,0.31448,-0.79347
tf151127,nacc,food,trial5,0.67599,-0.18195,-0.22671,-0.22859
tf151127,nacc,food,trial6,0.13467,0.28324,-0.1916,0.34394
tf151127,nacc,food,trial7,-0.75772,0.42959,0.1975,0.27739
tf151127,nacc,food,trial8,0.15929,0.18522,-0.345,-0.45874
tf151127,nacc,food,trial9,-0.0074693,-0.544,-0.054783,-0.70818
tf151127,nacc,neutral,trial1,0.47812,-0.3144,-0.83381,0.16573
tf151127,nacc,neutral,trial10,0.28443,-0.043704,-0.78393,-0.012753
tf151127,nacc,neutral,trial11,-0.35547,-0.5662,-0.27282,-0.31399
tf151127,nacc,neutral,trial12,0.59603,0.27668,-0.30349,-0.13745
tf151127,nacc,neutral,trial13,0.057493,-0.35443,-0.49829,-0.18934
tf151127,nacc,neutral,trial14,0.40611,0.43784,0.0032289,-0.040849
tf151127,nacc,neutral,trial15,0.16188,-0.27263,-0.090122,-0.35045
tf151127,nacc,neutral,trial16,-0.10754,-0.43286,0.054827,-0.071103
tf151127,nacc,neutral,trial17,0.099468,-0.34062,0.43577,0.21663
tf151127,nacc,neutral,trial18,0.41394,-0.56071,0.21515,-0.63111
tf151127,nacc,neutral,trial2,-0.9842,0.055038,-0.2233,0.63902
tf151127,nacc,neutral,trial3,0.15031,0.14123,-0.10323,-1.2262
tf151127,nacc,neutral,trial4,0.22148,0.72437,-0.54805,-0.11846
tf151127,nacc,neutral,trial5,0.43002,0.46324,-0.21357,0.19682
tf151127,nacc,neutral,trial6,-0.058344,-0.14583,0.32193,0.94807
tf151127,nacc,neutral,trial7,-0.25825,0.1163,-0.14655,-0.57593
tf151127,nacc,neutral,trial8,0.48444,-0.21825,0.53236000000000006,-0.68215
tf151127,nacc,neutral,trial9,0.52943,0.309,0.088239,0.56657
tg170423,nacc,drugs,trial1,-0.11989,0.34752,0.49742,0.65151
tg170423,nacc,drugs,trial10,-0.31928,-0.18698,-0.33813,-0.24623
tg170423,nacc,drugs,trial11,0.020527,-0.5875,-0.076932,-0.23516
tg170423,nacc,drugs,trial12,0.16038,0.1027,-0.017784,0.16517
tg170423,nacc,drugs,trial13,-0.18996,-0.2422,0.015952,0.5314
tg170423,nacc,drugs,trial14,0.24473,0.26366,-0.63775,-0.12329
tg170423,nacc,drugs,trial15,0.1778,-0.27953,-0.2243,-0.57114
tg170423,nacc,drugs,trial16,0.15112,-0.27882,0.22652,0.28168
tg170423,nacc,drugs,trial17,0.043271,-0.14047,-0.12072,0.34675
tg170423,nacc,drugs,trial18,0.49986,0.12815,0.17808,0.33265
tg170423,nacc,drugs,trial2,0.1404,-0.41735,0.09543,0.51931
tg170423,nacc,drugs,trial3,0.013752,0.13454,-0.25073,-0.25037
tg170423,nacc,drugs,trial4,-0.12253,-0.11739,-0.17206,-0.36245
tg170423,nacc,drugs,trial5,-0.13126,-0.091866,-0.38364,-0.26823
tg170423,nacc,drugs,trial6,0.096268,-0.28941,0.2496,0.11863
tg170423,nacc,drugs,trial7,-0.48722,-0.2997,-0.064604,0.094192
tg170423,nacc,drugs,trial8,-0.09667,0.12929,-0.021034,0.28875
tg170423,nacc,drugs,trial9,0.021396,-0.079428,-0.26968,0.024262
tg170423,nacc,food,trial1,0.59653,0.75671,0.081347,-0.41261
tg170423,nacc,food,trial10,0.28835,-0.43713,-0.93164,-0.58499
tg170423,nacc,food,trial11,-0.005842,-0.19354,-0.43188,0.31659
tg170423,nacc,food,trial12,-0.13847,0.38809,0.12326,0.042943
tg170423,nacc,food,trial13,0.11922,-0.22977,0.28218,0.35462
tg170423,nacc,food,trial14,0.15469,-0.075291,-0.21595,-0.30033
tg170423,nacc,food,trial15,0.036617,-0.19314,-0.1437,-0.6838
tg170423,nacc,food,trial16,0.22806,-0.40264,-0.5756,-0.31255
tg170423,nacc,food,trial17,0.082297,0.25323,-0.29635,0.26124000000000003
tg170423,nacc,food,trial18,-0.23143,-0.7146,0.0076488,-0.32038
tg170423,nacc,food,trial2,0.585,0.058402,0.17081,-0.62168
tg170423,nacc,food,trial3,0.1049,-0.36824,-0.77272,-0.11747
tg170423,nacc,food,trial4,0.19873,0.44404,0.35851,0.085043
tg170423,nacc,food,trial5,0.37273,-0.27192,-0.0050412,-0.13037
tg170423,nacc,food,trial6,0.062017,0.29591,0.33871,-0.068865
tg170423,nacc,food,trial7,0.52696,0.21665,-0.33767,0.027949
tg170423,nacc,food,trial8,0.38626,-0.20598,0.14543,0.095043
tg170423,nacc,food,trial9,0.040298,-0.1923,-0.365,-0.1261
tg170423,nacc,neutral,trial1,-0.49713,0.0041334,-0.54247,-0.19846
tg170423,nacc,neutral,trial10,-0.18793,-0.06218,-0.44674,0.32652
tg170423,nacc,neutral,trial11,0.57734,0.16996,-0.46495,-0.28887
tg170423,nacc,neutral,trial12,0.16676,-0.18883,-0.24656,-0.21626
tg170423,nacc,neutral,trial13,-0.3944,0.27424,0.62048,0.56476
tg170423,nacc,neutral,trial14,0.032058,-0.15123,6.539e-4,-0.42015
tg170423,nacc,neutral,trial15,0.025996,-0.62087,-0.016485,-0.42901
tg170423,nacc,neutral,trial16,0.51252,0.12852,0.12298,-0.096615
tg170423,nacc,neutral,trial17,0.31001,-0.35229,0.001516,-0.16601
tg170423,nacc,neutral,trial18,0.4716,0.11454,-0.61735,-0.68771
tg170423,nacc,neutral,trial2,0.56233,0.23837,0.019088,-0.54677
tg170423,nacc,neutral,trial3,-0.099897,0.1695,0.80619,0.57326
tg170423,nacc,neutral,trial4,-0.12955,-0.21478,-0.096896,0.37344
tg170423,nacc,neutral,trial5,-0.22612,-0.039278,-0.15945,-0.32858
tg170423,nacc,neutral,trial6,-0.017824,-0.050363,-0.18913,0.46675
tg170423,nacc,neutral,trial7,0.092262,0.10937,-0.10281,0.55942
tg170423,nacc,neutral,trial8,0.32257,-0.25674,-0.29266,-0.133
tg170423,nacc,neutral,trial9,-0.63782,-0.38982,-0.45223,0.028665
tj160529,nacc,drugs,trial1,-0.02216,0.23309,0.4158,0.4707
tj160529,nacc,drugs,trial10,-0.22974,-0.34847,0.14451,-1.7818
tj160529,nacc,drugs,trial11,-0.36162,0.8169,0.032626,0.76167
tj160529,nacc,drugs,trial12,-1.951,-5.824,-2.4196,2.0045
tj160529,nacc,drugs,trial13,-0.19496,0.1114,-0.14781,0.4161
tj160529,nacc,drugs,trial14,-0.052017,1.1084,-0.19906,0.58771
tj160529,nacc,drugs,trial15,-0.021021,0.15107,0.18926,-0.0013373
tj160529,nacc,drugs,trial16,0.44293,0.092479,-0.34763,0.034231
tj160529,nacc,drugs,trial17,-0.55424,0.59037,-0.33143,-0.57939
tj160529,nacc,drugs,trial18,-0.3283,-0.081178,0.38378,0.51233
tj160529,nacc,drugs,trial2,-0.55313,-0.019942,0.075124,0.18927
tj160529,nacc,drugs,trial3,-0.16185,-0.14476,-0.17051,0.10252
tj160529,nacc,drugs,trial4,0.2253,0.79346,0.37181,-4.3824
tj160529,nacc,drugs,trial5,0.030357,0.33721,0.4142,0.53651
tj160529,nacc,drugs,trial6,-0.46064,0.10717,-0.19436,0.14588
tj160529,nacc,drugs,trial7,-0.045183,-0.60845,-0.048789,-0.76155
tj160529,nacc,drugs,trial8,0.66986,0.14017,0.10912,0.43961
tj160529,nacc,drugs,trial9,-0.21772,0.12457,0.11603,0.17469
tj160529,nacc,food,trial1,-0.057684,-0.15809,0.068433,0.33402
tj160529,nacc,food,trial10,0.33983,-0.0052546,0.066871,-0.096009
tj160529,nacc,food,trial11,-0.40369,-0.30944,-0.31213,-0.23396
tj160529,nacc,food,trial12,-0.90642,0.81999,-3.0056,-1.4977
tj160529,nacc,food,trial13,-0.085809,-0.031755,-0.63085,0.53825
tj160529,nacc,food,trial14,-0.13853,0.71294,0.45083,0.26035
tj160529,nacc,food,trial15,-0.031574,-0.44459,-0.32713,-0.9287
tj160529,nacc,food,trial16,-0.012137,0.12842,-0.11287,1.121
tj160529,nacc,food,trial17,-0.054153,0.44278,-0.11844,0.23553
tj160529,nacc,food,trial18,-0.51985,-1.074,-0.87593,0.22943
tj160529,nacc,food,trial2,-0.065811,0.35211,0.033628,0.2915
tj160529,nacc,food,trial3,0.13733,0.35554,0.088574,0.39744
tj160529,nacc,food,trial4,0.2808,-0.025111,0.5331,0.10664
tj160529,nacc,food,trial5,0.14466,-0.2289,0.36847,-0.0033261
tj160529,nacc,food,trial6,0.38246,0.16488,0.119,0.37691
tj160529,nacc,food,trial7,-0.03797,0.10915,0.14584,0.15126
tj160529,nacc,food,trial8,-0.16532,0.87227,-0.012009,0.94962
tj160529,nacc,food,trial9,0.78848,0.55037,0.81753,0.95176
tj160529,nacc,neutral,trial1,-0.38363,-0.67416,-0.15524,-0.23014
tj160529,nacc,neutral,trial10,0.13036,0.12502,-0.12762,0.63809
tj160529,nacc,neutral,trial11,-0.17013,0.23935,-0.46755,0.43461
tj160529,nacc,neutral,trial12,0.51059,-0.71841,0.058863,-0.69106
tj160529,nacc,neutral,trial13,0.24305,-0.17861,0.13154,-0.38693
tj160529,nacc,neutral,trial14,-0.58537,-0.46612,-0.56041,-0.85702
tj160529,nacc,neutral,trial15,-0.76934,0.57685,1.0926,0.33549
tj160529,nacc,neutral,trial16,-0.2536,-0.43347,0.23132,-0.064607
